spawn bash -c cat .run-ssh | ssh root@10.10.11.131 'bash -s' 
root@10.10.11.131's password: 
PING 2.10.0.2 (2.10.0.2) 56(84) bytes of data.
64 bytes from 2.10.0.2: icmp_seq=1096 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1097 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1098 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1099 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1100 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=1101 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=1102 ttl=61 time=0.435 ms
64 bytes from 2.10.0.2: icmp_seq=1103 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=1104 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1105 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1106 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1107 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1108 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1109 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1110 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1111 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1112 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1113 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1114 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1115 ttl=61 time=0.424 ms
64 bytes from 2.10.0.2: icmp_seq=1116 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1117 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1118 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1119 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1120 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1121 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1122 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1123 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1124 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1125 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1126 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1127 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1128 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1129 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1130 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1131 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1132 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1133 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1134 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1135 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=1136 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1137 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1138 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1139 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1140 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1141 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1142 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1143 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1144 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1145 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1146 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1147 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1148 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1149 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1150 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1151 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1152 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1153 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1154 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1155 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1156 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1157 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1158 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1159 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1160 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1161 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=1162 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1163 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1164 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1165 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1166 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1167 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1168 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1169 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1170 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1171 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1172 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1173 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=1174 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=1175 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1176 ttl=61 time=0.434 ms
64 bytes from 2.10.0.2: icmp_seq=1177 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=1178 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1179 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1180 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1181 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1182 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1183 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1184 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1185 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1186 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1187 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1188 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1189 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1190 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1191 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1192 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1193 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1194 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1195 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1196 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1197 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1198 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1199 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1200 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1201 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1202 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1203 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1204 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1205 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1206 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1207 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1208 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1209 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1210 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1211 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1212 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1213 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1214 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1215 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1216 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1217 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1218 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1219 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1220 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1221 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1222 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1223 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1224 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1225 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1226 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1227 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1228 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1229 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=1230 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1231 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1232 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1233 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1234 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1235 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1236 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1237 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1238 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1239 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1240 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1241 ttl=61 time=0.425 ms
64 bytes from 2.10.0.2: icmp_seq=1242 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1243 ttl=61 time=0.422 ms
64 bytes from 2.10.0.2: icmp_seq=1244 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1245 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1246 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1247 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1248 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1249 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1250 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1251 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1252 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1253 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1254 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1255 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1256 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1257 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1258 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1259 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1260 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1261 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1262 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1263 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1264 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1265 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1266 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1267 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1268 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1269 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1270 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1271 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1272 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1273 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1274 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1275 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1276 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1277 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1278 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1279 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1280 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1281 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1282 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1283 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1284 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1285 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1286 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=1287 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1288 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=1289 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1290 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1291 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1292 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1293 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1294 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1295 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1296 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1297 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1298 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1299 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1300 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1301 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1302 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1303 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1304 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1305 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1306 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1307 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1308 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1309 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1310 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1311 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1312 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1313 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1314 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1315 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1316 ttl=61 time=0.424 ms
64 bytes from 2.10.0.2: icmp_seq=1317 ttl=61 time=0.454 ms
64 bytes from 2.10.0.2: icmp_seq=1318 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1319 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1320 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1321 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1322 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1323 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1324 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1325 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1326 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1327 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1328 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1329 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1330 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1331 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1332 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1333 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1334 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1335 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1336 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1337 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1338 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1339 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1340 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=1341 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=1342 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1343 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1344 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1345 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1346 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1347 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1348 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1349 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1350 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1351 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1352 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=1353 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1354 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=1355 ttl=61 time=0.456 ms
64 bytes from 2.10.0.2: icmp_seq=1356 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1357 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=1358 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1359 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1360 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=1361 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1362 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1363 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1364 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1365 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1366 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1367 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1368 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=1369 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1370 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1371 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1372 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1373 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1374 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1375 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1376 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1377 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1378 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1379 ttl=61 time=0.441 ms
64 bytes from 2.10.0.2: icmp_seq=1380 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1381 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=1382 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=1383 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1384 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1385 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1386 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1387 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1388 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1389 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1390 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1391 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1392 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1393 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1394 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1395 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1396 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1397 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1398 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1399 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1400 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1401 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1402 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1403 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1404 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=1405 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1406 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1407 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1408 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=1409 ttl=61 time=0.440 ms
64 bytes from 2.10.0.2: icmp_seq=1410 ttl=61 time=0.441 ms
64 bytes from 2.10.0.2: icmp_seq=1411 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=1412 ttl=61 time=0.455 ms
64 bytes from 2.10.0.2: icmp_seq=1413 ttl=61 time=0.454 ms
64 bytes from 2.10.0.2: icmp_seq=1414 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=1415 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=1416 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1417 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1418 ttl=61 time=0.453 ms
64 bytes from 2.10.0.2: icmp_seq=1419 ttl=61 time=0.456 ms
64 bytes from 2.10.0.2: icmp_seq=1420 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1421 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=1422 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1423 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=1424 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1425 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=1426 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1427 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1428 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1429 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1430 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=1431 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1432 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1433 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1434 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1435 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=1436 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=1437 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=1438 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=1439 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1440 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1441 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=1442 ttl=61 time=0.447 ms
