spawn bash -c cat .run-ssh | ssh root@10.10.11.131 'bash -s' 
root@10.10.11.131's password: 
PING 2.10.0.2 (2.10.0.2) 56(84) bytes of data.
64 bytes from 2.10.0.2: icmp_seq=4099 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4100 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4101 ttl=61 time=0.457 ms
64 bytes from 2.10.0.2: icmp_seq=4102 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4103 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4104 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4105 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4106 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4107 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4108 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4109 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4110 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4111 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=4112 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4113 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4114 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4115 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4116 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4117 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4118 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4119 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4120 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4121 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4122 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4123 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4124 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4125 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4126 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4127 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4128 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4129 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4130 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4131 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4132 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4133 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4134 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4135 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4136 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4137 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4138 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4139 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4140 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4141 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4142 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4143 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4144 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4145 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4146 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4147 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4148 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4149 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4150 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4151 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4152 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4153 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4154 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4155 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4156 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4157 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4158 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4159 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4160 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4161 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4162 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4163 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4164 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4165 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4166 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4167 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=4168 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=4169 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4170 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=4171 ttl=61 time=0.453 ms
64 bytes from 2.10.0.2: icmp_seq=4172 ttl=61 time=0.454 ms
64 bytes from 2.10.0.2: icmp_seq=4173 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4174 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4175 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4176 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4177 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4178 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4179 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4180 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4181 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4182 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4183 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4184 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4185 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4186 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4187 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4188 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4189 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4190 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4191 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4192 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4193 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4194 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4195 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4196 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4197 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4198 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4199 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4200 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4201 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4202 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4203 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4204 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4205 ttl=61 time=0.454 ms
64 bytes from 2.10.0.2: icmp_seq=4206 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4207 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4208 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4209 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4210 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4211 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4212 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4213 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4214 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4215 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4216 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4217 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4218 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4219 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4220 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4221 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4222 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4223 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4224 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4225 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4226 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4227 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4228 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4229 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4230 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4231 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4232 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4233 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4234 ttl=61 time=0.485 ms
64 bytes from 2.10.0.2: icmp_seq=4235 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4236 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=4237 ttl=61 time=0.438 ms
64 bytes from 2.10.0.2: icmp_seq=4238 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4239 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4240 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4241 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4242 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4243 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4244 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4245 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4246 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4247 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4248 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4249 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4250 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4251 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4252 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=4253 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4254 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4255 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4256 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4257 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4258 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4259 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4260 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4261 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4262 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4263 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4264 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4265 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4266 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4267 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4268 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4269 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4270 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4271 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4272 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4273 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4274 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4275 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4276 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4277 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4278 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4279 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4280 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4281 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4282 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4283 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4284 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4285 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4286 ttl=61 time=0.453 ms
64 bytes from 2.10.0.2: icmp_seq=4287 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=4288 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4289 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4290 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4291 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4292 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4293 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4294 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4295 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4296 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4297 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4298 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4299 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4300 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4301 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4302 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4303 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4304 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4305 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4306 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4307 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4308 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4309 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4310 ttl=61 time=0.443 ms
64 bytes from 2.10.0.2: icmp_seq=4311 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4312 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4313 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4314 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4315 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4316 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4317 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4318 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4319 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4320 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4321 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4322 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4323 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4324 ttl=61 time=0.463 ms
64 bytes from 2.10.0.2: icmp_seq=4325 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4326 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4327 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4328 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4329 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4330 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4331 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4332 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4333 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4334 ttl=61 time=0.426 ms
64 bytes from 2.10.0.2: icmp_seq=4335 ttl=61 time=0.441 ms
64 bytes from 2.10.0.2: icmp_seq=4336 ttl=61 time=0.425 ms
64 bytes from 2.10.0.2: icmp_seq=4337 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4338 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4339 ttl=61 time=0.442 ms
64 bytes from 2.10.0.2: icmp_seq=4340 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4341 ttl=61 time=0.444 ms
64 bytes from 2.10.0.2: icmp_seq=4342 ttl=61 time=0.428 ms
64 bytes from 2.10.0.2: icmp_seq=4343 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4344 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4345 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4346 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4347 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4348 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4349 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4350 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4351 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4352 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4353 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4354 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4355 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4356 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4357 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4358 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4359 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4360 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4361 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4362 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4363 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4364 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4365 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4366 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4367 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4368 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4369 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4370 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4371 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4372 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4373 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4374 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4375 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4376 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4377 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4378 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4379 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4380 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4381 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4382 ttl=61 time=0.439 ms
64 bytes from 2.10.0.2: icmp_seq=4383 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4384 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4385 ttl=61 time=0.436 ms
64 bytes from 2.10.0.2: icmp_seq=4386 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4387 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4388 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4389 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4390 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4391 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4392 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4393 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4394 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4395 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4396 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4397 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4398 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4399 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4400 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4401 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4402 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4403 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4404 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4405 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4406 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4407 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4408 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4409 ttl=61 time=0.452 ms
64 bytes from 2.10.0.2: icmp_seq=4410 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4411 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4412 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4413 ttl=61 time=0.432 ms
64 bytes from 2.10.0.2: icmp_seq=4414 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4415 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4416 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4417 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4418 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4419 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4420 ttl=61 time=0.446 ms
64 bytes from 2.10.0.2: icmp_seq=4421 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4422 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4423 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4424 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4425 ttl=61 time=0.450 ms
64 bytes from 2.10.0.2: icmp_seq=4426 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4427 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4428 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4429 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4430 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4431 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4432 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4433 ttl=61 time=0.445 ms
64 bytes from 2.10.0.2: icmp_seq=4434 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4435 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4436 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4437 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4438 ttl=61 time=0.451 ms
64 bytes from 2.10.0.2: icmp_seq=4439 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4440 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4441 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4442 ttl=61 time=0.447 ms
64 bytes from 2.10.0.2: icmp_seq=4443 ttl=61 time=0.448 ms
64 bytes from 2.10.0.2: icmp_seq=4444 ttl=61 time=0.449 ms
64 bytes from 2.10.0.2: icmp_seq=4445 ttl=61 time=0.449 ms
